ISic,,Ancient place,Date after,Date before,Type of text,Execution,Language,Link to image,Museum,ref ,test batch,text description,subtype,subtype dropdown,"certainty for subtype (1 = high, 2 = medium, 3 = low)",notes and comments,macro description,visually assessed granulometry (Very fine < 0.5mm; fine < 1mm; Medium <2mm; Coarse > 2mm),visually assessed colour ,banded and/or veined,visually assessed colour of veins/bands,smell,micro description (OM + DM),OM desc,DM desc,digital microscopy?,digital microscopy MGS (mm),digital microscopy fabric,digital microscopy GBS,digital microscopy triple points,interpreted?,optical microscopy?,optical microscopy MGS (mm),optical microscopy  fabric,optical microscopy GBS,optical microscopy triple points,microstructure,microscopy lineated,microscopy porphyroblasts,microscopy fine grained areas,microscopy strained crystals,XRD?,,XRD carbonate content (%),main carbonate,Calcite,Magnesian calcite,Dolomite,Aragonite,Quartz,Fe-oxihydroxides,Clay Minerals,Alkali_Feldspars,Plagioclases,Pyroxenes,Sulphates,Sulphides,Olivine,Graphite,other,XRD cell parameter a (nm) ,XRD cell parameter a (nm) +-,XRD cell parameter c (nm),XRD cell parameters c (nm) +-,pXRF?,CaO,SiO2,K2O,Fe2O3,As,Au,Co,Cr,Cu,Fe,Hg,Mn,Nb,Pb,Rb,Sr,Th,Ti,Y,Zn,Zr,microscopy / XRD / EPR: dolomite,microscopy / XRD: plagioclase,microscopy / XRD: rutile,microscopy / XRD: pyrite,microscopy / XRD: magnetite,microscopy / XRD: amphibole,microscopy / XRD: titanite,microscopy / XRD: zircon,microscopy / XRD: serpentine,microscopy / XRD: chlorite,microscopy / XRD: epidote,microscopy / XRD: quartz,microscopy / XRD: K mica,microscopy / XRD: Na mica,microscopy / XRD: Fe ore,microscopy / XRD: gypsum,microscopy / XRD: graphite,microscopy / XRD: apatite,isotopes?,isotopes delta18O,isotopes delta13C,EPR?,EPR Mn2+ ave,EPR Mn2+ stdevp,EPR dolomite %,EPR width ave,EPR width stdevp,EPR g=2.0044 ave,EPR g=2.0044 stdevp,EPR g=14.2515 ave,EPR g=14.2515 stdevp,LA-ICP-MS?,Li 7_2_2_1_1,B 11_2_2_1_1,Na 23_2_1_1,Mg 24_2_1_1,Sc 45_2_1_1,Ti 47_2_1_1,V 51_2_1_1,Cr 52_2_1_1,Mn 55_2_1_1,Fe 57_2_1_1,Co 59_2_1_1,Ni 60_2_1_1,Cu 63_2_1_1,Zn 66_2_1_1,Ga 69_2_1_1,As 75_2_1_1,Rb 85_2_1_1,Sr 88_2_1_1,Y 89_2_1_1,Zr 90_2_1_1,Nb 93_2_1_1,Mo 98_2_1_1,Cd 111_2_1_1,Sb 121_2_1_1,Cs 133_2_1_1,Ba 138_2_1_1,La 139_2_1_1,Ce 140_2_1_1,Nd 142_2_1_1,Sm 152_2_1_1,Eu 153_2_1_1,Gd 158_2_1_1,Dy 164_2_1_1,Er 166_2_1_1,Yb 174_2_1_1,Hf 180_2_1_1,W 184_2_1_1,Pb 208_2_1_1,Bi 209_2_1_1,Th 232_2_1_1,U 238_2_1_1
ISic001547,,,,,,,,,,,,"Fine-grained, veined, white marble, likely Lunense, Docimian, Göktepe, Hymettan, Pentelic. Digital microscopy: homeoblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan, Pentelic","Lunense, Docimian, Göktepe, Hymettan, Pentelic",2,,"Fine-grained, veined, white marble",Fine,white,veined,brown,,Digital microscopy: homeoblastic fabric. ,,Digital microscopy: homeoblastic fabric. ,yes,0.7,homeoblastic,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001579,,,,,,,,,,,yes,"Coarse-grained, homogeneous, white marble, likely Thasian-1. Digital microscopy: heteroblastic to homeoblastic fabric. ",Thasian-1,Thasian-1,2,,"Coarse-grained, homogeneous, white marble",Coarse,white,homogeneous,none,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,3.5,heteroblastic to homeoblastic,"c, e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001581,,,,,,,,,,,,"Very fine to fine-grained, banded, white, calcitic marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic to heteroblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Very fine to fine-grained, banded, white, calcitic marble",Very fine to fine,white,banded,grey,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.5,homeoblastic to heteroblastic,e,,,,,,,,,,,,,yes,,,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001643,,,,,,,,,,,,"Coarse-grained, homogeneous, white marble, likely Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3. Digital microscopy: homeoblastic to heteroblastic fabric. ","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3",2,,"Coarse-grained, homogeneous, white marble",Coarse,white,homogeneous,none,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,2.2,homeoblastic to heteroblastic,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001649,,,,,,,,,,,,"Fine-grained, banded, white marble, likely Lunense, Docimian, Göktepe, Hymettan. Digital microscopy: homeoblastic to heteroblastic fabric. ","Lunense, Docimian, Göktepe, Hymettan","Lunense, Docimian, Göktepe, Hymettan",2,,"Fine-grained, banded, white marble",Fine,white,banded,grey,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.6,homeoblastic to heteroblastic,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001653,,,,,,,,,,,,"Very fine-grained, grey marble, likely Aphrodisian, Hymettan, Pentelic, Lunense. Digital microscopy: indistinguishable fabric. ","Aphrodisian, Hymettan, Pentelic, Lunense","Aphrodisian, Hymettan, Pentelic, Lunense",3,,"Very fine-grained, grey marble",Very fine,grey,,,,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,na,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001659,,,,,,,,,,,,"Very fine-grained, veined, grey, cipollino marble, likely Carystian. Digital microscopy:  fabric. ",Carystian,Carystian,3,,"Very fine-grained, veined, grey, cipollino marble",Very fine,"grey, cipollino",veined,dark green,,Digital microscopy:  fabric. ,,Digital microscopy:  fabric. ,yes,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001702,,,,,,,,,,,yes,"Coarse-grained, homogeneous, white marble, likely Parian-2, Parian-4, Aphrodisian, Thasian-1, Thasian-2, Thasian-3. Digital microscopy: heteroblastic to homeoblastic fabric. ","Parian-2, Parian-4, Aphrodisian, Thasian-1, Thasian-2, Thasian-3","Parian-2, Parian-4, Aphrodisian, Thasian-1, Thasian-2, Thasian-3",3,,"Coarse-grained, homogeneous, white marble",Coarse,white,homogeneous,,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,2.6,heteroblastic to homeoblastic,na,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001706,,,,,,,,,,,,"Fine-grained, homogeneous, white marble, likely Docimian, Parian-1, Pentelic. Digital microscopy: heteroblastic to homeoblastic fabric. ","Docimian, Parian-1, Pentelic","Docimian, Parian-1, Pentelic",2,,"Fine-grained, homogeneous, white marble",Fine,white,homogeneous,none,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,1.1,heteroblastic to homeoblastic,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001758,,,,,,,,,,,,"Coarse-grained, homogeneous, white marble, likely Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3. Digital microscopy: heteroblastic to homeoblastic fabric. ","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3",2,,"Coarse-grained, homogeneous, white marble",Coarse,white,homogeneous,none,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,2.2,heteroblastic to homeoblastic,"c, e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001759,,,,,,,,,,,,"Coarse-grained, homogeneous, white marble, likely Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Parian-1. Digital microscopy: heteroblastic to homeoblastic fabric. ","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Parian-1","Aphrodisian, Parian-2, Parian-3, Parian-4, Proconnesian, Thasian-3, Parian-1",2,,"Coarse-grained, homogeneous, white marble",Coarse,white,homogeneous,none,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,2.1,heteroblastic to homeoblastic,"c, e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001774,,,,,,,,,,,,"Veined, grey marble, likely Pavonazzetto. Digital microscopy: indistinguishable fabric. ",Pavonazzetto,Pavonazzetto,2,,"Veined, grey marble",,grey,Veined,purple,,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,na,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001793,,,,,,,,,,,,"Medium-grained, homogeneous, white marble, likely Parian-1, Aphrodisian, Thasian-3, Ephesian_white. ","Parian-1, Aphrodisian, Thasian-3, Ephesian_white","Parian-1, Aphrodisian, Thasian-3, Ephesian_white",2,,"Medium-grained, homogeneous, white marble",Medium,white,homogeneous,,,,,,yes,1.8,homeoblastic,"s, c",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001794,,,,,,,,,,,yes,"Medium to coarse-grained, banded, white, calcitic marble, likely Proconnesian. Optical microscopy: heteroblastic fabric with mosaic microstructure. Digital microscopy: heteroblastic fabric. ",Proconnesian,Proconnesian,1,,"Medium to coarse-grained, banded, white, calcitic marble",Medium to coarse,white,banded,grey,,Optical microscopy: heteroblastic fabric with mosaic microstructure. Digital microscopy: heteroblastic fabric. ,Optical microscopy: heteroblastic fabric with mosaic microstructure. ,Digital microscopy: heteroblastic fabric. ,yes,2.3,heteroblastic,e,,yes,yes,1.7,heteroblastic,e,,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-4.09,2.59,yes,,,,,,,,,,yes,1.82000,5.66000,37.25000,4064.14000,0.14271,18.21000,0.56000,3.28000,1.34000,3.19000,196.86000,0.08000,1.26000,1.36000,0.91000,0.06000,0.25000,0.51000,331.05000,0.84000,0.24000,0.01000,0.01000,0.17000,0.84000,0.03000,1.47000,1.29000,1.57000,1.05000,0.14000,0.03000,0.11000,0.15000,0.08000,0.03613,0.02000,4.52000,3.37000,8.40000,0.38000
ISic001795,,,,,,,,,,,yes,"Very fine-grained, finely banded, white, calcitic, smelly marble, likely Bardiglio. Optical microscopy: heteroblastic fabric. Digital microscopy: heteroblastic fabric. ",Bardiglio,Bardiglio,3,,"Very fine-grained, finely banded, white, calcitic, smelly marble",Very fine,white,finely banded,grey,smelly,Optical microscopy: heteroblastic fabric. Digital microscopy: heteroblastic fabric. ,Optical microscopy: heteroblastic fabric. ,Digital microscopy: heteroblastic fabric. ,yes,0.2,heteroblastic,na,,no,yes,0.2,heteroblastic,check,,,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-0.39,2.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001796,y,,,,,,,,,,yes,"Fine to coarse-grained, banded, grey, calcitic (with dolomite), smelly marble, likely Docimian. Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, strained crystals. Digital microscopy: heteroblastic fabric. ",Docimian,Docimian,2,,"Fine to coarse-grained, banded, grey, calcitic (with dolomite), smelly marble",Fine to coarse,grey,banded,white,smelly,"Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, strained crystals. Digital microscopy: heteroblastic fabric. ","Optical microscopy: heteroblastic to homeoblastic fabric with mosaic microstructure, strained crystals. ",Digital microscopy: heteroblastic fabric. ,yes,3.5,heteroblastic,c,,yes,yes,0.9,heteroblastic to homeoblastic,e,,mosaic microstructure,,,,strained crystals,yes,,0,calcitic (with dolomite),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-4.27,2.54,yes,,,,,,,,,,yes,6.09000,9.70000,65.92000,7263.62000,0.30500,22.39000,2.02000,5.34000,5.52000,253.45000,0.19000,1.59000,0.82000,2.96000,0.21000,0.43000,2.64000,328.15000,1.32000,2.22000,0.05000,0.02000,0.18000,0.21000,0.12000,3.59000,1.70000,2.14000,1.56000,0.25000,0.04000,0.19000,0.25000,0.15000,0.12000,0.07918,24.75000,13.91000,22.01000,0.21000,0.08000
ISic001798,,,,,,,,,,,yes,"Fine to medium-grained, banded, white, calcitic, smelly marble, likely Proconnesian. Optical microscopy: heteroblastic fabric with mosaic microstructure, strained crystals. Digital microscopy: heteroblastic to homeoblastic fabric. ",Proconnesian,Proconnesian,2,,"Fine to medium-grained, banded, white, calcitic, smelly marble",Fine to medium,white,banded,grey,smelly,"Optical microscopy: heteroblastic fabric with mosaic microstructure, strained crystals. Digital microscopy: heteroblastic to homeoblastic fabric. ","Optical microscopy: heteroblastic fabric with mosaic microstructure, strained crystals. ",Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,0.9,heteroblastic to homeoblastic,na,,yes,yes,1.8,heteroblastic,"e, su",,mosaic microstructure,,,,strained crystals,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-4.94,2.57,yes,,,,,,,,,,yes,0.21000,2.13000,29.61000,1365.31000,0.06199,46.81000,0.35000,2.92000,0.66000,4.45000,103.06000,0.03000,0.37000,0.45000,2.19000,0.04000,0.27000,0.14000,165.24000,0.39000,0.13000,0.12000,0.00000,0.13000,0.58000,0.03000,2.00000,0.57000,0.63000,0.39000,0.05000,0.01000,0.03000,0.06000,0.04000,0.01617,0.01000,15.09000,12.67000,6.78000,0.39000
ISic001799,,,,,,,,,,,,"Very fine-grained, homogeneous, white, calcitic, smelly marble, likely Hymettan, Lunense. Digital microscopy: indistinguishable fabric. ","Hymettan, Lunense","Hymettan, Lunense",3,,"Very fine-grained, homogeneous, white, calcitic, smelly marble",Very fine,white,homogeneous,,smelly,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,na,indistinguishable,na,,,,,,,,,,,,,yes,,,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001800,y,,,,,,,,,,yes,"Fine to coarse-grained, homogeneous, white, calcitic, smelly marble, likely Proconnesian. Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: heteroblastic to homeoblastic fabric. ",Proconnesian,Proconnesian,1,,"Fine to coarse-grained, homogeneous, white, calcitic, smelly marble",Fine to coarse,white,homogeneous,none,smelly,"Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: heteroblastic to homeoblastic fabric. ","Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,1,heteroblastic to homeoblastic,e,,yes,yes,2.4,heteroblastic to homeoblastic,"s, e",triple points,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.25,3.17,yes,,,,,,,,,,yes,0.66000,6.72000,36.36000,2619.18000,0.10880,19.09000,1.13000,4.83000,16.64000,350.04000,0.54000,2.57000,2.26000,11.91000,0.11000,1.14000,0.60000,277.56000,0.25000,0.16000,0.08000,0.02000,0.17000,0.12000,0.05000,2.15000,0.47000,0.51000,0.14000,0.03000,0.01000,0.04000,0.03000,0.02000,0.02000,0.00321,13.89000,34.91000,9.38000,0.03000,0.05000
ISic001802,y,,,,,,,,,,yes,"Fine to medium-grained, homogeneous, grey, calcitic (with dolomite), smelly marble, likely Proconnesian. Optical microscopy: heteroblastic fabric with mortar microstructure. Digital microscopy: heteroblastic fabric. ",Proconnesian,Proconnesian,1,,"Fine to medium-grained, homogeneous, grey, calcitic (with dolomite), smelly marble",Fine to medium,grey,homogeneous,none,smelly,Optical microscopy: heteroblastic fabric with mortar microstructure. Digital microscopy: heteroblastic fabric. ,Optical microscopy: heteroblastic fabric with mortar microstructure. ,Digital microscopy: heteroblastic fabric. ,yes,1.9,heteroblastic,e,,yes,yes,2,heteroblastic,e,,mortar microstructure,,,,,yes,,0,calcitic (with dolomite),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-2.03,2.82,yes,,,,,,,,,,yes,0.76000,10.56000,122.28000,9248.69000,0.06571,2.41000,0.44000,4.08000,1.30000,11.56000,196.72000,0.13000,1.97000,2.25000,6.02000,0.08000,1.49000,0.33000,182.30000,1.40000,0.05000,0.02000,0.01000,0.19000,0.93000,0.05000,1.72000,0.41000,0.33000,0.25000,0.05000,0.01000,0.06000,0.09000,0.08000,0.02921,0.02000,76.80000,14.26000,6.97000,0.01000
ISic001803,y,,,,,,,,,,yes,"Fine to medium-grained, homogeneous, white, dolomitic marble, likely Thasian-3. Optical microscopy: heteroblastic to homeoblastic fabric. Digital microscopy: homeoblastic to heteroblastic fabric. dolomitic",Thasian-3,Thasian-3,1,dolomitic,"Fine to medium-grained, homogeneous, white, dolomitic marble",Fine to medium,white,homogeneous,none,,Optical microscopy: heteroblastic to homeoblastic fabric. Digital microscopy: homeoblastic to heteroblastic fabric. ,Optical microscopy: heteroblastic to homeoblastic fabric. ,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,1.6,homeoblastic to heteroblastic,na,,yes,yes,1.5,heteroblastic to homeoblastic,e,,,,,,,yes,,0,dolomitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-3.84,3.54,yes,,,,,,,,,,yes,1.35000,20.56000,256.66000,#VALUE!,0.15084,14.08000,1.25000,6.73000,42.76000,364.66000,0.30000,5.02000,9.33000,49.59000,0.11000,1.02000,0.24000,69.92000,0.51000,0.14000,0.05000,0.11000,0.22000,0.39000,0.02000,3.62000,0.25000,0.27000,0.20000,0.05000,0.01000,0.06000,0.05000,0.04000,0.02000,0.00069,28.03000,127.75000,12.16000,2.62000,0.26000
ISic001804,,,,,,,,,,,,"Medium-grained, homogeneous, white marble, likely Parian-1, Aphrodisian, Proconnesian, Parian-2, Parian-3, Thasian-3, Pentelic, Ephesian_white. Digital microscopy: heteroblastic to homeoblastic fabric. ","Parian-1, Aphrodisian, Proconnesian, Parian-2, Parian-3, Thasian-3, Pentelic, Ephesian_white","Parian-1, Aphrodisian, Proconnesian, Parian-2, Parian-3, Thasian-3, Pentelic, Ephesian_white",2,,"Medium-grained, homogeneous, white marble",Medium,white,homogeneous,,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,1.8,heteroblastic to homeoblastic,e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001820,,,,,,,,,,,,"Very fine-grained, veined, white marble, likely Pavonazzetto, Carystian. Digital microscopy: indistinguishable fabric. ","Pavonazzetto, Carystian","Pavonazzetto, Carystian",2,,"Very fine-grained, veined, white marble",Very fine,white,veined,"red, purple and green",,Digital microscopy: indistinguishable fabric. ,,Digital microscopy: indistinguishable fabric. ,yes,na,indistinguishable,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001822,y,,,,,,,,,,yes,"Very fine-grained, homogeneous, white, calcitic marble, likely Lunense. Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ",Lunense,Lunense,1,,"Very fine-grained, homogeneous, white, calcitic marble",Very fine,white,homogeneous,none,,"Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: homeoblastic fabric. ","Optical microscopy: homeoblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: homeoblastic fabric. ,yes,0.5,homeoblastic,"c, e",,yes,yes,0.6,homeoblastic,"s, c",triple points,mosaic microstructure,,,,,yes,,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-1.66,2.06,yes,,,,,,,,,,yes,0.64000,4.49000,41.53000,4359.50000,0.09259,1.43000,0.77000,3.90000,1.32000,42.50000,261.95000,0.18000,2.51000,1.48000,6.23000,0.03000,0.15000,0.05000,260.33000,2.70000,0.09000,0.01000,0.01000,0.28000,0.05000,0.02000,1.59000,0.90000,0.40000,0.47000,0.07000,0.02000,0.11000,0.15000,0.14000,0.04359,0.00000,4.28000,7.66000,3.48000,0.12000
ISic001823,,,,,,,,,,,,"Fine-grained, homogeneous, grey marble, likely Lunense, Docimian, Pentelic. Digital microscopy: heteroblastic to homeoblastic fabric. ","Lunense, Docimian, Pentelic","Lunense, Docimian, Pentelic",2,,"Fine-grained, homogeneous, grey marble",Fine,grey,homogeneous,none,,Digital microscopy: heteroblastic to homeoblastic fabric. ,,Digital microscopy: heteroblastic to homeoblastic fabric. ,yes,1,heteroblastic to homeoblastic,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ISic001824,y,,,,,,,,,,yes,"Very fine to fine-grained, veined, white, calcitic marble, likely Parian-1, Ephesian_white. Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: heteroblastic to homeoblastic fabric with triple points. ","Parian-1, Ephesian_white","Parian-1, Ephesian_white",1,,"Very fine to fine-grained, veined, white, calcitic marble",Very fine to fine,white,veined,green,,"Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. Digital microscopy: heteroblastic to homeoblastic fabric with triple points. ","Optical microscopy: heteroblastic to homeoblastic fabric with triple points, mosaic microstructure. ",Digital microscopy: heteroblastic to homeoblastic fabric with triple points. ,yes,0.5,heteroblastic to homeoblastic,"s, c",triple points,yes,yes,1.2,heteroblastic to homeoblastic,"c, e",triple points,mosaic microstructure,,,,,yes,muscovite+chlinoclore,0,calcitic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,-5,1.66,yes,,,,,,,,,,yes,0.87000,3.88000,160.92000,3686.39000,0.24616,23.18000,0.63000,4.01000,96.49000,1209.67000,0.60000,3.73000,2.21000,13.21000,0.20000,0.82000,0.30000,153.17000,2.17000,0.21000,0.03000,0.12000,0.15000,0.20000,0.07000,1.97000,1.74000,1.76000,1.70000,0.33000,0.06000,0.33000,0.32000,0.19000,0.12000,0.00302,5.83000,11.62000,17.22000,0.04000,0.05000
ISic001831,,,,,,,,,,,,"Very fine-grained, homogeneous, white marble, likely Lunense. Digital microscopy: homeoblastic to heteroblastic fabric. ND only",Lunense,Lunense,2,ND only,"Very fine-grained, homogeneous, white marble",Very fine,white,homogeneous,none,,Digital microscopy: homeoblastic to heteroblastic fabric. ,,Digital microscopy: homeoblastic to heteroblastic fabric. ,yes,0.4,homeoblastic to heteroblastic,c,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
